car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,age_squared,km_per_year,power_per_cc,mileage_per_hp,age_km_interaction,engine_power_interaction,engine_category,brand_group,brand_model
Maruti Swift,Maruti,Swift,11,36000,Individual,Petrol,Manual,16.6,1197,85.0,5,350000,121,3000.0,0.0709515859766277,0.1930232558139535,396000,101745.0,Small,Mass Market,Maruti_Swift
Land Rover Rover,Land Rover,Rover,8,89000,Dealer,Diesel,Automatic,12.7,2179,187.7,5,2600000,64,9888.888888888889,0.08610091743119265,0.06730259671436142,712000,408998.3,Mid,Luxury,Land Rover_Rover
Maruti Alto,Maruti,Alto,4,50000,Individual,Petrol,Manual,24.7,796,47.3,5,290000,16,10000.0,0.059347553324968626,0.5113871635610766,200000,37650.799999999996,Small,Mass Market,Maruti_Alto
Datsun GO,Datsun,GO,5,36583,Dealer,Petrol,Manual,20.63,1198,67.0,5,240000,25,6097.166666666667,0.05587989991659716,0.30338235294117644,182915,80266.0,Small,Mass Market,Datsun_GO
Mahindra XUV500,Mahindra,XUV500,9,74000,Dealer,Diesel,Manual,15.1,2179,140.0,7,825000,81,7400.0,0.06422018348623854,0.10709219858156029,666000,305060.0,Mid,Mass Market,Mahindra_XUV500
Toyota Innova,Toyota,Innova,10,95000,Individual,Diesel,Manual,12.8,2494,102.0,8,1200000,100,8636.363636363636,0.04088176352705411,0.12427184466019418,950000,254388.0,Mid,Mass Market,Toyota_Innova
Maruti Celerio,Maruti,Celerio,3,39472,Dealer,Petrol,Automatic,21.63,998,67.04,5,464000,9,9868.0,0.06710710710710711,0.3179012345679012,118416,66905.92000000001,Small,Mass Market,Maruti_Celerio
Maruti Baleno,Maruti,Baleno,4,70000,Individual,Diesel,Manual,27.39,1248,74.0,5,820000,16,14000.0,0.059247397918334666,0.3652,280000,92352.0,Small,Mass Market,Maruti_Baleno
Maruti Swift Dzire,Maruti,Swift Dzire,10,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,421000,100,10909.09090909091,0.05916733386709368,0.2576769025367156,1200000,92227.20000000001,Small,Mass Market,Maruti_Swift Dzire
Skoda Rapid,Skoda,Rapid,3,19000,Dealer,Diesel,Automatic,21.72,1498,108.6,5,960000,9,4750.0,0.0724482988659106,0.19817518248175184,57000,162682.8,Small,Mass Market,Skoda_Rapid
Maruti Celerio,Maruti,Celerio,4,17210,Dealer,Petrol,Automatic,23.1,998,67.04,5,468000,16,3442.0,0.06710710710710711,0.3395061728395062,68840,66905.92000000001,Small,Mass Market,Maruti_Celerio
Maruti Alto,Maruti,Alto,15,100785,Individual,Petrol,Manual,19.7,796,46.3,5,65000,225,6299.0625,0.05809284818067754,0.4164904862579281,1511775,36854.799999999996,Small,Mass Market,Maruti_Alto
Honda City,Honda,City,22,70000,Individual,Petrol,Manual,13.0,1493,100.0,5,70000,484,3043.478260869565,0.06693440428380187,0.12871287128712872,1540000,149300.0,Small,Mass Market,Honda_City
Toyota Innova,Toyota,Innova,6,95000,Dealer,Diesel,Manual,12.8,2494,102.0,7,1175000,36,13571.42857142857,0.04088176352705411,0.12427184466019418,570000,254388.0,Mid,Mass Market,Toyota_Innova
Tata Safari,Tata,Safari,7,151037,Dealer,Diesel,Manual,14.0,2179,138.1,7,725000,49,18879.625,0.06334862385321101,0.100647016534867,1057259,300919.89999999997,Mid,Mass Market,Tata_Safari
Renault KWID,Renault,KWID,4,15000,Individual,Petrol,Manual,23.01,999,67.0,5,370000,16,3000.0,0.067,0.33838235294117647,60000,66933.0,Small,Mass Market,Renault_KWID
Honda City,Honda,City,4,29000,Dealer,Petrol,Manual,17.4,1497,117.6,5,790000,16,5800.0,0.07850467289719626,0.1467116357504216,116000,176047.19999999998,Small,Mass Market,Honda_City
Hyundai Verna,Hyundai,Verna,10,110000,Individual,Diesel,Manual,22.32,1582,126.3,5,530000,100,10000.0,0.07978521794061907,0.1753338570306363,1100000,199806.6,Mid,Mass Market,Hyundai_Verna
Toyota Camry,Toyota,Camry,5,85000,Dealer,Electric,Automatic,19.16,2494,157.7,5,1865000,25,14166.666666666666,0.0632064128256513,0.1207309388783869,425000,393303.8,Mid,Mass Market,Toyota_Camry
Hyundai i20,Hyundai,i20,4,11577,Dealer,Petrol,Manual,18.6,1197,81.83,5,685000,16,2315.4,0.06830550918196995,0.22455632017385008,46308,97950.51,Small,Mass Market,Hyundai_i20
Hyundai i20,Hyundai,i20,8,64321,Trustmark Dealer,Petrol,Manual,18.5,1197,82.85,5,430000,64,7146.777777777777,0.06915692821368948,0.2206320810971974,514568,99171.45,Small,Mass Market,Hyundai_i20
Tata Hexa,Tata,Hexa,4,21000,Individual,Diesel,Automatic,17.6,2179,153.86,7,1450000,16,4200.0,0.07057798165137616,0.11365103964871497,84000,335260.94,Mid,Mass Market,Tata_Hexa
Maruti Celerio,Maruti,Celerio,5,67000,Dealer,Petrol,Automatic,23.1,998,67.04,5,415000,25,11166.666666666666,0.06710710710710711,0.3395061728395062,335000,66905.92000000001,Small,Mass Market,Maruti_Celerio
Hyundai Creta,Hyundai,Creta,4,25500,Dealer,Petrol,Automatic,13.0,1591,121.3,5,1090000,16,5100.0,0.07619346733668342,0.10629599345870809,102000,192988.3,Mid,Mass Market,Hyundai_Creta
Maruti Eeco,Maruti,Eeco,3,14917,Dealer,CNG,Manual,21.94,1196,61.7,5,475000,9,3729.25,0.051545530492898915,0.3499202551834131,44751,73793.2,Small,Mass Market,Maruti_Eeco
Hyundai Creta,Hyundai,Creta,4,50000,Individual,Petrol,Automatic,13.0,1591,121.3,5,1100000,16,10000.0,0.07619346733668342,0.10629599345870809,200000,192988.3,Mid,Mass Market,Hyundai_Creta
Hyundai i20,Hyundai,i20,5,106000,Individual,Diesel,Manual,21.19,1396,88.73,5,675000,25,17666.666666666668,0.06351467430207589,0.23615290315390616,530000,123867.08,Small,Mass Market,Hyundai_i20
Maruti Alto,Maruti,Alto,1,5000,Individual,Petrol,Manual,22.05,796,47.3,5,400000,1,2500.0,0.059347553324968626,0.4565217391304348,5000,37650.799999999996,Small,Mass Market,Maruti_Alto
Maruti Swift,Maruti,Swift,4,11707,Dealer,Petrol,Manual,21.21,1197,81.8,5,650000,16,2341.4,0.0682804674457429,0.2561594202898551,46828,97914.59999999999,Small,Mass Market,Maruti_Swift
Maruti Alto,Maruti,Alto,3,58000,Dealer,CNG,Manual,33.44,796,40.3,4,350000,9,14500.0,0.05056461731493099,0.8096852300242131,174000,32078.8,Small,Mass Market,Maruti_Alto
Volkswagen Polo,Volkswagen,Polo,3,7000,Dealer,Petrol,Manual,16.47,1198,74.0,5,745000,9,1750.0,0.061718098415346125,0.2196,21000,88652.0,Small,Mass Market,Volkswagen_Polo
Hyundai Grand,Hyundai,Grand,5,45500,Dealer,Petrol,Manual,18.9,1197,82.0,5,420000,25,7583.333333333333,0.06844741235392321,0.22771084337349395,227500,98154.0,Small,Mass Market,Hyundai_Grand
Maruti Swift Dzire,Maruti,Swift Dzire,3,70000,Individual,Diesel,Manual,23.4,1248,74.0,5,515000,9,17500.0,0.059247397918334666,0.312,210000,92352.0,Small,Mass Market,Maruti_Swift Dzire
Tata Tiago,Tata,Tiago,4,30000,Individual,Petrol,Manual,23.84,1199,84.0,5,400000,16,6000.0,0.07,0.28047058823529414,120000,100716.0,Small,Mass Market,Tata_Tiago
Mahindra Thar,Mahindra,Thar,4,42000,Dealer,Diesel,Manual,16.55,2498,105.0,6,795000,16,8400.0,0.04201680672268908,0.1561320754716981,168000,262290.0,Mid,Mass Market,Mahindra_Thar
Mahindra KUV100,Mahindra,KUV100,3,30000,Individual,Diesel,Manual,25.32,1198,77.0,6,500000,9,7500.0,0.06422018348623854,0.32461538461538464,90000,92246.0,Small,Mass Market,Mahindra_KUV100
Maruti Celerio,Maruti,Celerio,4,60000,Individual,Petrol,Manual,23.1,998,67.04,5,400000,16,12000.0,0.06710710710710711,0.3395061728395062,240000,66905.92000000001,Small,Mass Market,Maruti_Celerio
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,22800,Dealer,Petrol,Automatic,11.74,1796,186.0,5,1350000,100,2072.7272727272725,0.10350584307178631,0.0627807486631016,228000,334056.0,Mid,Luxury,Mercedes-Benz_C-Class
Hyundai Verna,Hyundai,Verna,8,80000,Individual,Petrol,Manual,17.01,1591,121.3,5,375000,64,8888.888888888889,0.07619346733668342,0.13908421913327884,640000,192988.3,Mid,Mass Market,Hyundai_Verna
Toyota Innova,Toyota,Innova,8,90000,Individual,Diesel,Manual,12.99,2494,100.0,7,1300000,64,10000.0,0.04008016032064128,0.12861386138613862,720000,249400.0,Mid,Mass Market,Toyota_Innova
Ford Figo,Ford,Figo,9,80000,Individual,Diesel,Manual,20.0,1399,68.0,5,240000,81,8000.0,0.04857142857142857,0.2898550724637681,720000,95132.0,Small,Mass Market,Ford_Figo
Maruti Alto,Maruti,Alto,6,15200,Dealer,Petrol,Manual,22.74,796,47.3,5,260000,36,2171.4285714285716,0.059347553324968626,0.47080745341614905,91200,37650.799999999996,Small,Mass Market,Maruti_Alto
Mahindra XUV500,Mahindra,XUV500,3,29890,Dealer,Diesel,Manual,15.1,2179,152.87,7,1265000,9,7472.5,0.07012385321100918,0.0981347891076883,89670,333103.73,Mid,Mass Market,Mahindra_XUV500
Toyota Innova,Toyota,Innova,6,113000,Dealer,Diesel,Manual,12.99,2494,100.6,7,1150000,36,16142.857142857143,0.04032064128256513,0.12785433070866142,678000,250896.4,Mid,Mass Market,Toyota_Innova
Mahindra KUV,Mahindra,KUV,5,57589,Dealer,Diesel,Manual,25.32,1198,77.0,6,551000,25,9598.166666666666,0.06422018348623854,0.32461538461538464,287945,92246.0,Small,Mass Market,Mahindra_KUV
Honda City,Honda,City,7,35000,Individual,Petrol,Manual,17.4,1497,117.3,5,500000,49,4375.0,0.07830440587449933,0.147083685545224,245000,175598.1,Small,Mass Market,Honda_City
Hyundai Grand,Hyundai,Grand,7,35000,Dealer,Petrol,Manual,18.9,1197,82.0,5,475000,49,4375.0,0.06844741235392321,0.22771084337349395,245000,98154.0,Small,Mass Market,Hyundai_Grand
Maruti Baleno,Maruti,Baleno,5,70000,Individual,Diesel,Manual,27.39,1248,74.0,5,650000,25,11666.666666666666,0.059247397918334666,0.3652,350000,92352.0,Small,Mass Market,Maruti_Baleno
Hyundai Creta,Hyundai,Creta,3,40000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1275000,9,10000.0,0.07972204674668351,0.15463836477987422,120000,199648.4,Mid,Mass Market,Hyundai_Creta
Mahindra Bolero,Mahindra,Bolero,8,120000,Individual,Diesel,Manual,15.96,2523,62.1,7,510000,64,13333.333333333334,0.02460380348652932,0.25293185419968306,960000,156678.30000000002,Large,Mass Market,Mahindra_Bolero
Hyundai i10,Hyundai,i10,8,80000,Dealer,Petrol,Manual,20.36,1197,78.9,5,255000,64,8888.888888888889,0.06585976627712856,0.2548185231539424,640000,94443.3,Small,Mass Market,Hyundai_i10
Audi A4,Audi,A4,8,60000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1550000,64,6666.666666666667,0.07491620111731843,0.11144030705003032,480000,290299.68,Mid,Luxury,Audi_A4
Honda Civic,Honda,Civic,11,77000,Dealer,Petrol,Manual,13.5,1799,130.0,5,320000,121,6416.666666666667,0.07222222222222222,0.10305343511450382,847000,233870.0,Mid,Mass Market,Honda_Civic
Maruti Alto,Maruti,Alto,15,80000,Individual,Petrol,Manual,19.7,796,46.3,5,100000,225,5000.0,0.05809284818067754,0.4164904862579281,1200000,36854.799999999996,Small,Mass Market,Maruti_Alto
Maruti Alto,Maruti,Alto,8,8333,Individual,Petrol,Manual,20.92,998,67.1,5,270000,64,925.8888888888889,0.06716716716716715,0.3071953010279002,66664,66965.79999999999,Small,Mass Market,Maruti_Alto
Hyundai i20,Hyundai,i20,7,46000,Dealer,Petrol,Manual,18.5,1197,82.9,5,451000,49,5750.0,0.06919866444073457,0.2205005959475566,322000,99231.3,Small,Mass Market,Hyundai_i20
Hyundai Grand,Hyundai,Grand,6,35372,Dealer,Petrol,Manual,18.9,1197,81.86,5,425000,36,5053.142857142857,0.068330550918197,0.2280955829109341,212232,97986.42,Small,Mass Market,Hyundai_Grand
Audi A6,Audi,A6,7,52000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1799000,49,6500.0,0.08853732859319452,0.10083841898134945,364000,343081.44,Mid,Luxury,Audi_A6
Toyota Fortuner,Toyota,Fortuner,8,100000,Dealer,Diesel,Manual,12.55,2982,168.5,7,1250000,64,11111.111111111111,0.05648675829701642,0.07404129793510325,800000,502467.0,Large,Mass Market,Toyota_Fortuner
Hyundai i10,Hyundai,i10,11,60000,Individual,Petrol,Manual,20.36,1197,78.9,5,235000,121,5000.0,0.06585976627712856,0.2548185231539424,660000,94443.3,Small,Mass Market,Hyundai_i10
Hyundai i10,Hyundai,i10,10,49000,Dealer,Petrol,Manual,20.36,1197,78.9,5,249000,100,4454.545454545455,0.06585976627712856,0.2548185231539424,490000,94443.3,Small,Mass Market,Hyundai_i10
Honda City,Honda,City,10,80000,Individual,Petrol,Manual,17.0,1497,118.0,5,550000,100,7272.727272727273,0.0787716955941255,0.14285714285714285,800000,176646.0,Small,Mass Market,Honda_City
Maruti Baleno,Maruti,Baleno,3,4000,Dealer,Petrol,Manual,21.4,1197,83.1,5,645000,9,1000.0,0.06936560934891485,0.2544589774078478,12000,99470.7,Small,Mass Market,Maruti_Baleno
Mahindra XUV500,Mahindra,XUV500,4,80000,Individual,Diesel,Automatic,16.0,2179,140.0,7,1300000,16,16000.0,0.06422018348623854,0.11347517730496454,320000,305060.0,Mid,Mass Market,Mahindra_XUV500
Honda City,Honda,City,11,106000,Dealer,Petrol,Automatic,16.8,1497,118.0,5,385000,121,8833.333333333334,0.0787716955941255,0.1411764705882353,1166000,176646.0,Small,Mass Market,Honda_City
Hyundai Creta,Hyundai,Creta,3,12000,Individual,Petrol,Manual,15.29,1591,121.3,5,940000,9,3000.0,0.07619346733668342,0.1250204415372036,36000,192988.3,Mid,Mass Market,Hyundai_Creta
Tata Hexa,Tata,Hexa,3,20000,Individual,Diesel,Manual,17.6,2179,153.86,7,1200000,9,5000.0,0.07057798165137616,0.11365103964871497,60000,335260.94,Mid,Mass Market,Tata_Hexa
Volkswagen Vento,Volkswagen,Vento,10,69988,Dealer,Diesel,Manual,20.54,1598,103.6,5,349000,100,6362.545454545455,0.06479049405878674,0.19636711281070746,699880,165552.8,Mid,Mass Market,Volkswagen_Vento
Maruti Baleno,Maruti,Baleno,2,15000,Individual,Petrol,Automatic,21.4,1197,83.1,5,770000,4,5000.0,0.06936560934891485,0.2544589774078478,30000,99470.7,Small,Mass Market,Maruti_Baleno
BMW 5,BMW,5,4,12500,Dealer,Diesel,Automatic,22.48,1995,187.74,5,4175000,16,2500.0,0.09405811623246493,0.11910564798135,50000,374541.30000000005,Mid,Luxury,BMW_5
Maruti Ertiga,Maruti,Ertiga,2,8400,Dealer,Petrol,Manual,19.01,1462,103.26,7,1075000,4,2800.0,0.07058099794941901,0.18233262996355265,16800,150966.12,Small,Mass Market,Maruti_Ertiga
Mahindra XUV500,Mahindra,XUV500,9,80000,Individual,Diesel,Manual,15.1,2179,140.0,7,875000,81,8000.0,0.06422018348623854,0.10709219858156029,720000,305060.0,Mid,Mass Market,Mahindra_XUV500
Hyundai i20,Hyundai,i20,2,16000,Dealer,Diesel,Manual,22.54,1396,88.73,5,861000,4,5333.333333333333,0.06351467430207589,0.2511980385601248,32000,123867.08,Small,Mass Market,Hyundai_i20
Maruti Ciaz,Maruti,Ciaz,5,103000,Individual,Diesel,Manual,28.09,1248,88.5,5,745000,25,17166.666666666668,0.07085668534827862,0.31385474860335194,515000,110448.0,Small,Mass Market,Maruti_Ciaz
Toyota Innova,Toyota,Innova,4,47000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1750000,16,9400.0,0.06161654135338346,0.09211500909029695,188000,352991.43,Mid,Mass Market,Toyota_Innova
Renault KWID,Renault,KWID,4,18000,Individual,Petrol,Manual,25.17,799,53.3,5,350000,16,3600.0,0.06662499999999999,0.46353591160221,72000,42586.7,Small,Mass Market,Renault_KWID
Jeep Compass,Jeep,Compass,4,44000,Dealer,Diesel,Manual,16.3,1956,170.0,5,1599000,16,8800.0,0.08686765457332651,0.09532163742690059,176000,332520.0,Mid,Mass Market,Jeep_Compass
Renault Duster,Renault,Duster,6,120000,Individual,Diesel,Manual,20.45,1461,83.8,5,600000,36,17142.85714285714,0.0573187414500684,0.2411556603773585,720000,122431.8,Small,Mass Market,Renault_Duster
Toyota Innova,Toyota,Innova,8,106000,Dealer,Diesel,Manual,12.99,2494,100.6,8,950000,64,11777.777777777777,0.04032064128256513,0.12785433070866142,848000,250896.4,Mid,Mass Market,Toyota_Innova
Maruti Swift Dzire,Maruti,Swift Dzire,4,3700,Dealer,Petrol,Automatic,21.21,1197,81.8,5,745000,16,740.0,0.0682804674457429,0.2561594202898551,14800,97914.59999999999,Small,Mass Market,Maruti_Swift Dzire
Honda Jazz,Honda,Jazz,5,20040,Dealer,Petrol,Automatic,19.0,1199,88.7,5,645000,25,3340.0,0.07391666666666667,0.21181716833890746,100200,106351.3,Small,Mass Market,Honda_Jazz
Toyota Innova,Toyota,Innova,14,118000,Dealer,Diesel,Manual,12.8,2494,102.0,7,450000,196,7866.666666666667,0.04088176352705411,0.12427184466019418,1652000,254388.0,Mid,Mass Market,Toyota_Innova
Tata Hexa,Tata,Hexa,4,30000,Individual,Diesel,Manual,17.6,2179,153.86,7,1330000,16,6000.0,0.07057798165137616,0.11365103964871497,120000,335260.94,Mid,Mass Market,Tata_Hexa
Toyota Yaris,Toyota,Yaris,3,25000,Individual,Petrol,Manual,17.1,1496,105.5,5,1050000,9,6250.0,0.0704742818971276,0.16056338028169015,75000,157828.0,Small,Mass Market,Toyota_Yaris
Hyundai Verna,Hyundai,Verna,12,74475,Dealer,Diesel,Manual,16.8,1493,110.0,5,260000,144,5728.846153846154,0.07362784471218206,0.15135135135135136,893700,164230.0,Small,Mass Market,Hyundai_Verna
Hyundai Verna,Hyundai,Verna,3,28246,Dealer,Petrol,Manual,17.7,1497,113.42,5,885000,9,7061.5,0.07571428571428572,0.15469323544834818,84738,169789.74,Small,Mass Market,Hyundai_Verna
Mahindra Scorpio,Mahindra,Scorpio,4,68500,Dealer,Diesel,Manual,15.4,2179,120.0,7,1270000,16,13700.0,0.05504587155963303,0.1272727272727273,274000,261480.0,Mid,Mass Market,Mahindra_Scorpio
Honda City,Honda,City,6,85118,Dealer,Petrol,Automatic,18.0,1497,117.3,5,660000,36,12159.714285714286,0.07830440587449933,0.1521555367709214,510708,175598.1,Small,Mass Market,Honda_City
Skoda Octavia,Skoda,Octavia,3,29000,Dealer,Diesel,Automatic,19.5,1968,141.0,5,2175000,9,7250.0,0.07160995429151853,0.13732394366197184,87000,277488.0,Mid,Mass Market,Skoda_Octavia
Maruti Alto,Maruti,Alto,6,16000,Dealer,Petrol,Automatic,23.95,998,67.05,5,388000,36,2285.714285714286,0.06711711711711711,0.35194709772226307,96000,66915.9,Small,Mass Market,Maruti_Alto
Honda City,Honda,City,3,20000,Dealer,Petrol,Manual,17.8,1498,119.35,5,870000,9,5000.0,0.07961974649766511,0.14790195263813877,60000,178786.3,Small,Mass Market,Honda_City
Maruti Wagon R,Maruti,Wagon R,9,40000,Individual,Petrol,Manual,18.9,998,67.1,5,240000,81,4000.0,0.06716716716716715,0.2775330396475771,360000,66965.79999999999,Small,Mass Market,Maruti_Wagon R
Mahindra XUV500,Mahindra,XUV500,3,29000,Dealer,Diesel,Manual,15.1,2179,152.87,7,1240000,9,7250.0,0.07012385321100918,0.0981347891076883,87000,333103.73,Mid,Mass Market,Mahindra_XUV500
Honda Amaze,Honda,Amaze,8,42000,Dealer,Diesel,Manual,25.8,1498,98.6,5,475000,64,4666.666666666667,0.0657771847898599,0.25903614457831325,336000,147702.8,Small,Mass Market,Honda_Amaze
BMW 3,BMW,3,4,20000,Individual,Diesel,Automatic,22.69,1995,190.0,5,3000000,16,4000.0,0.09519038076152304,0.11879581151832462,80000,379050.0,Mid,Luxury,BMW_3
Maruti Wagon R,Maruti,Wagon R,9,58700,Dealer,Petrol,Manual,21.79,998,67.05,5,355000,81,5870.0,0.06711711711711711,0.32020573108008815,528300,66915.9,Small,Mass Market,Maruti_Wagon R
Toyota Fortuner,Toyota,Fortuner,4,55000,Dealer,Diesel,Automatic,15.04,2755,174.5,7,2800000,16,11000.0,0.06331640058055152,0.08569800569800569,220000,480747.5,Large,Mass Market,Toyota_Fortuner
Mahindra XUV500,Mahindra,XUV500,6,50000,Individual,Diesel,Manual,15.1,2179,140.0,7,675000,36,7142.857142857143,0.06422018348623854,0.10709219858156029,300000,305060.0,Mid,Mass Market,Mahindra_XUV500
BMW 3,BMW,3,3,70000,Dealer,Petrol,Automatic,15.34,1998,248.0,5,3400000,9,17500.0,0.12406203101550775,0.061606425702811246,210000,495504.0,Mid,Luxury,BMW_3
Maruti Swift,Maruti,Swift,5,46000,Individual,Petrol,Manual,20.4,1197,81.8,5,380000,25,7666.666666666667,0.0682804674457429,0.24637681159420288,230000,97914.59999999999,Small,Mass Market,Maruti_Swift
Skoda Octavia,Skoda,Octavia,12,200000,Individual,Diesel,Manual,18.7,1896,66.0,5,290000,144,15384.615384615385,0.03479177648919346,0.2791044776119403,2400000,125136.0,Mid,Mass Market,Skoda_Octavia
Maruti Alto,Maruti,Alto,1,7000,Individual,Petrol,Manual,22.05,796,47.3,5,365000,1,3500.0,0.059347553324968626,0.4565217391304348,7000,37650.799999999996,Small,Mass Market,Maruti_Alto
Tata Nexon,Tata,Nexon,3,69000,Dealer,Diesel,Manual,21.5,1497,108.5,5,790000,9,17250.0,0.07242990654205607,0.1963470319634703,207000,162424.5,Small,Mass Market,Tata_Nexon
Hyundai i20,Hyundai,i20,6,94532,Dealer,Diesel,Manual,22.54,1396,88.73,5,685000,36,13504.57142857143,0.06351467430207589,0.2511980385601248,567192,123867.08,Small,Mass Market,Hyundai_i20
Toyota Fortuner,Toyota,Fortuner,7,95000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1449000,49,11875.0,0.05648675829701642,0.07404129793510325,665000,502467.0,Large,Mass Market,Toyota_Fortuner
Tata Hexa,Tata,Hexa,3,34000,Dealer,Diesel,Automatic,17.6,2179,153.86,7,1490000,9,8500.0,0.07057798165137616,0.11365103964871497,102000,335260.94,Mid,Mass Market,Tata_Hexa
Ford Aspire,Ford,Aspire,5,111000,Individual,Diesel,Manual,25.83,1498,99.0,5,550000,25,18500.0,0.06604402935290193,0.2583,555000,148302.0,Small,Mass Market,Ford_Aspire
BMW 5,BMW,5,7,70400,Dealer,Diesel,Automatic,18.84,1995,184.0,5,2150000,49,8800.0,0.09218436873747494,0.10183783783783784,492800,367080.0,Mid,Luxury,BMW_5
Maruti Alto,Maruti,Alto,3,25000,Individual,Petrol,Manual,24.7,796,47.3,5,300000,9,6250.0,0.059347553324968626,0.5113871635610766,75000,37650.799999999996,Small,Mass Market,Maruti_Alto
Maruti Swift,Maruti,Swift,5,30000,Individual,Petrol,Manual,21.21,1197,81.8,5,450000,25,5000.0,0.0682804674457429,0.2561594202898551,150000,97914.59999999999,Small,Mass Market,Maruti_Swift
Ford Endeavour,Ford,Endeavour,4,43000,Dealer,Diesel,Automatic,10.91,3198,197.0,7,2875000,16,8600.0,0.061581744295092215,0.0551010101010101,172000,630006.0,Large,Mass Market,Ford_Endeavour
Ford Ecosport,Ford,Ecosport,6,52000,Dealer,Diesel,Manual,22.77,1498,98.59,5,795000,36,7428.571428571428,0.06577051367578386,0.22863741339491916,312000,147687.82,Small,Mass Market,Ford_Ecosport
Mahindra XUV500,Mahindra,XUV500,5,99000,Dealer,Diesel,Automatic,16.0,2179,140.0,7,1175000,25,16500.0,0.06422018348623854,0.11347517730496454,495000,305060.0,Mid,Mass Market,Mahindra_XUV500
Maruti Wagon R,Maruti,Wagon R,9,50000,Individual,Petrol,Manual,18.9,998,67.1,5,230000,81,5000.0,0.06716716716716715,0.2775330396475771,450000,66965.79999999999,Small,Mass Market,Maruti_Wagon R
Ford Figo,Ford,Figo,9,32000,Dealer,Petrol,Manual,15.6,1196,70.02,5,315000,81,3200.0,0.058496240601503754,0.2196564348070966,288000,83743.92,Small,Mass Market,Ford_Figo
